rating,review 
3,Honestly there's food is pretty expensive but you are stuck you don't have a choice can't really bring in anything so you get what you can get.
4,"Take advantage of yet another awful season by the Brooklyn Nets and get your hands in some cheap tickets. Nice arena and friendly staff. Food is overpriced, as expected. But hey, it is still NBA!"
5,I love going here. Its so clean and the arena in huge.its right near all the trains so its fast to get there. They have a variety of foods
4,"Nice, new arena. Good amenities. Our seats, although with the end of the quarter, had an excellent view of the game."
5,"Friends and myself had enjoyed our time together while cheering for our team. I love this huge stadium with it's easy access to commuters on trains, cabs, restaurants, etc."
4,Nice arena from inside and outside. It's very easy to get there by subway.Helpful staff.Watching a NBA game is such a nice programm. The tickets are cheaper than that offered to Madison Square.
5,"The sight lines were amazing and every seat was a great seat in the house. I got a seat 14 rows from the court for $25.00 and saw an amazing game.  The arena was half full, but the energy was so high you didn't noticed it.  I look forward to returning to seeing another game as soon as possible.  The only bad thing was they took my lid from my water bottle, but my friend the person behind me in line did not have to have his lid removed. This was the only frustrating experienced during my visit."
5,Our electronic ticket failed due to internet connection - thank goodness for Starbucks!! We were able to download it on their wifi!!Anyway - venue is fun - it's like Wembley or the O2. Easy to get to and helpful staff
5,We went here to watch a NY Islanders game and had a great time and the experience was just as good as watching the NY Rangers at the Garden. Don't be put off by the journey as it takes just 30-35 mins from Time Square on the subway (Red 2/3 line) and has no stops and drops you right at the centre. Not that many places to eat inside so I would recommend eating before you go in to see the game. We didn't pay for really expensive seats $45 and still had a really great view opposite the goal line so you don't need premium seats.
4,"Had a great time at the Barclays Center for the RnB Ladies Night Concert. My fiance got us good tickets. We enjoyed the acts that performed and the surprise guest, 112, that substituted for Keith Sweat who was sick. They were actually a better choice. My only complain was the quality of the mics or sound system."
5,"Nice venue, well run, comfortable. Small lines at the concessions, friendly and helpful staff. It was easy in and out. Close to the subway station."
4,"Know what was there before, a railway yard for the LIR, to now being a premiere arena, it's a great engineering feet. It's lay out is traditional with a variety of amenities to buy food and gifts. I saw Disney On Ice with the family and was at first surprised at how small it seemed inside.  Then as I focused on the show, I remembered the space they had to build it in and was then appreciative of their use of space to create the illusion.I'm sure it's not perfect for every event but I'm glad Brooklyn has it's own and we don't have to always go to the Garden or out to Long Island for arena events."
1,"I've been to the Barclays Center for a basketball game and it was ok, but I cannot say the same about being there for a hockey game. The seating layout is NOT conducive to hockey AT ALL, and having so many blocked off seats (in addition to many, MANY empty seats) totally kills the vibe. They also excessively pump in crowd noise to make it sound as though there are people there (the speaker was directly in front of us). Also, the upper level seating is DANGEROUS because they have cup holders ON THE FLOOR of the incredibly narrow aisles. I almost tripped and fell, and later on I saw someone do just that, nearly breaking their ankle in the process. Of course, this could certainly happen at any event there, not just hockey."
4,Depending on where you sit and price you paid will determine your experience. Food and beverage is priced same as almost all NYC stadiums. Any seat in the upper part of the upper bowl will feel steep. Besides that I been there for a concert and a few basketball games and most views are great.
5,Security check was friendly and fast. No line to wait in. Friendly staff all over the stadium. Good atmosphere.
4,"The arena is beautiful! I don't think I have seen the entire building to date. View is good from all seats and boxes. Employees and vendors are friendly and helpful. Vendors are from major food chains, like Nathans and Juniors CheeseCake. Restrooms are clean and family friendly. It is conveniently located above most subway stations, busstops and the Long Island Railroad. The one drawback, like many places in a recession; it is pricey to bring a family."
4,It's a lot more pleasant and doesn't smell like the garden.More comfortable and easier to get in and out.They do have a better food and drinks selection but it still costs an arm and a leg.
3,"While this is a very convenient venue for local Long Islanders and city dwellers, the seats are super small and there is almost no space between rows. I'm 4'11"" and even when I stand up to let someone by we end up touching. Also very steep inclines. Ladies, do not bring anything larger than a crossbody!Otherwise, they put up nice big screens for those in the higher sections."
5,Went for UFC208 with my son. Easy to get to and from (all night Q train back to Manhattan) on public transport. Security checks quick and easy. Lines at concession stands are short. Prices there are about average for event venues. Food and drink was varied and decent. All staff we encountered were helpful and friendly. Seats seem to have good views for all but are a little tight on the legs with not much room for manoeuvre. Sound system was just mind blowing! Awesome. All in: a great night out.
5,"First visit for sold-out Nets Knicks game.  Easy access, great seats, super sound system and variety of refreshments.  Now if the teams would conform to that high standard."
5,Our first time attending a concert (Eric Church) at Barclays Center.  We will definitely return.   The staff handled entry and exit with efficiency with attention to safety.   Staff members were friendly and welcoming.     We had mid-level seats...perfect!      We stayed at EVEN Hotel---walking distance with ease.
5,So impressed to get cheap seats and so close to ice !!! Great game since the islanders won 4-2 !!! Would love to go to another game one day
5,"There is not a bad seat in the house.  We have seen 3 concerts and the value is increased because of the venue. The neighborhood is well-lit, some very desirable shopping and restaurants close by. Plenty of dining options inside, too. As in most entertainment places, beverages are pricey. It's is easy to get to, subways very close by, and parking garages are plentiful. Highly recommend seeing your favorite artists at Barclays."
3,Here for a concert with 2 other couples. Venue is nice but not worth the prices they were charging for drinks. 2 vodkas with soda: $48 !We ate elsewhere but it's unreasonable that venues think they can do that to people. No wonder it was 3/4 full.
5,Nice seats with cup holders over priced food and drink as seems to be at any place I have been fans were friendly even tho I was going for the opposing team
4,"My partner and I attended an ice hokey game in the Barclays Center whilst visiting NYC from the UK. It was pretty cold in there and we were sat up in the gods as well. It was a really fun experience and the place itself is really impressive! The prices for food and drinks however, is not! They search your bags when you go into the center so it's not like you can take your own bottle of water in or something..but I suppose it's like any sort of arena really, the prices are always expensive"
4,"We attended a Brooklyn Nets game here (I won't mention the final score) and found the  arena to be ideal, with a great choice of food and beverages, and I'd imagine there's not a bad seat in the house.Food isn't too pricey considering it's a sport &amp; concert venue, although drinks were pretty expensive, but that's to be expected.The only negative would be the lack of signposting for regular ticket holders, there's plenty of entrances for VIP / Premium / Club tickets, but very difficult to navigate to the 'Regular People' entrance. We also could only find one door, with one metal detector / security point, meaning a severe bottleneck to get inside. We only just got to our seats in time for tip-off.All in all a great venue, with good facilities, clean toilets, but some work needed to shepherd the masses inside."
4,My first tie to the Barclays.  the place itself is very nice and we had good seats -- down on the side.  The bathrooms were relatively new so they were clean and looked good.
5,"I took in an Islanders game last month and really enjoyed the atmosphere even as a Bruins fan. The food and alcohol prices were high but that's to be expected in NY. Avoid sitting in sections 201-204 and 228-221 as well as sections directly below due to the limited view of the ice, you wont be able to see the net on that end."
3,"Attended Flyers/Islanders hockey game.  Nice stadium, but beware of seat selection.  Do your homework, there are tons of obstructed/limited view seats"
5,Our party of 3 really enjoyed going to watch a Nets game. The venue is clean and has a very friendly helpful staff. Everyone from the door greeters to people working concessions was top notch. Our tix included food package which is the way to go. Prices for food are high just like every other venue across the country in every sport. The place was also clean and will be back again for another game or event.
4,Really good game of ice hockey. Good view. But why so expensive? Is it me paying all the teams wages?
5,"Having attend a Brooklyn Nets fixture in January 2016, it was time to return again this January. The arena is brilliant, hi tech, spacious and good fun. Plenty of different food outlets around the concourse and lots of things to do before, during and after the game. We attended with my three year old daughter who had a great time despite the Nets coming out losing to the Jazz."
4,"While down on Long Island for business I decided to catch the rail and take in an Islanders game. Getting to the stadium was pretty easy and the Barclays Center was a nice venue. I always wondered why it looked so dark on TV and now I know.... the whole inside is black. Good game, I'd go again."
5,Busy area with lots of traffic. Best for walking. Parking is not guaranteed on the streets. Lots to do. Short walk from many hotels. There is lots of food and shopping near.
2,"My last visit was the worst, I've ordered the same seats the last four games, and this time, my seats weren't set up for food until I cleared it up, that it does include food, my assigned server never waited on me for drinks, I used a server from another section, who was very accommodating, why me, your personal server is included in the section that I have tickets for. I told a friend never again, but we will see, I've had only two servers this season, so that makes the Barclays experience very personable, except this time around my assigned server was MIA, but thanks again for a server (Tyeisha), from another section, stepping up and taking care of me...."
4,"Watched an NBA and an NHL game.  Both were good but enjoyed the fan base for the NY Islanders a bit more.  Overall, super easy to get to from Manhattan and depending on which line you are coming from, the metro stop is either 30 seconds or 3 minutes away.  As well, really good pricing on tickets and overall the facility is clean and roomy."
5,"Came here on a trip to see an ice hockey game. Non of the family had been to one before, or any American sports really, but it was a great idea and everyone thoroughly enjoyed it. The Barclays centre is very easy to navigate and find your seats and there is no bottle-necking in areas when people arrive / leave as in some other stadiums. We had seats which were quite high up and near the back, but it didn't matter because the steep angle of the seating areas meant we had a great vantage point to see everything very clearly. The atmosphere was incredible and I would definitely go again!"
5,No hassle. Great experience getting in &amp; out. Right across the street from Atlantic Terminal &amp; subway station.
4,"We've been there to compare NHL with the known experience from Switzerland.Absolute great show, but the show becomes more important than the game itself. Overall absolutely worth a visit for a hockey game."
4,"This is a must see if you are in town, Brooklyn Nets play here and staff is very professional and very helpful!"
5,This was such a nice place! Our suite was amazing! Lots of options for beer and food. The staff was very helpful and friendly!
5,We went to an NBL game and we're sitting up with the gods. We weren't expecting to see much but the view was great and we could see everything on the court. The seating is really steep but that was why the view was so good from the top. Fantastic atmosphere and a lot cheaper than heading in to central NY.
4,We were in NYC from 26 Dec for almost a week and originally looked at watching ice hockey at MSG - but tickets were really expensive. We had a look at the Barclays Center and ended up going to see 1) Brooklyn Nets NBA game on 26 Dec and 2) NY Islanders NHL game on 27 Dec - tickets to both for 2 of us came to c.£220 total which we thought was pretty reasonable (particularly compared to MSG!). The venue was great - easy to get to on the subway and a load of bars / food places nearby. Word of warning - drinks inside are extortionate! We went to a couple of bars on 5th avenue (down the road) before the events where beer was around $5 (even $2.80 on happy hour 4-6ish in some places!) rather than $11.50 for a can inside the center.  You always expect high drinks prices inside venues like this but it seemed pretty ridiculous - we just didn't get drinks inside but plenty of people did! Worth a visit for any sports fan - great experience in a very modern venue :-)
5,The Barclay center is a amazing there are no bad seats in the whole arena. We has a blast and the seat were surprising comfortable.
5,The Barclay Center is awesome.   Great venue for sporting events!  The seating at the venue is excellent and the staff is informative and friendly.
4,We went to see a great Ice Hockey game whilst on a short break to NYC. The price here compared to Maddison Square Gardens was hugely more reasonable and made it accessible for tourist like us who had a busy and packed itinerary. Short journey on subway from Penn Station to Brooklyn was fairly easy to navigate and a good opportunity to get out of Manhatten and see a bit more of this huge city. Brooklyn great with lots of food choices and great bars too.
5,"We went there to see the Nets. It was our first NBA match and this is a perfect place. A brand new arena with nice facilities and above all, it is quite cheap if we compare it with the Madison. Recommendable."
5,"We got tickets a few days earlier for the Capitals and Islanders hockey game. Nice arena, decent food and ample bathrooms.  Too bad Caps lost............good game though!"
4,Basketball ain't my sport but was entertaining and we had a last second win.  Venue is modern and offers food and drink of a decent standard.  If you book upper seating be aware it's pretty steep but great views go nets.  Not much that we could see around the venue
4,"Every time I go back to the city I check the shows. This time, as the tickets to see the knicks were sold out ... I decided to see the Nets.The experience was incredible ... the stadium is 5 stars: nothing to envy the MSG ... super easy to access and in the area of restaurantes. The acoustics are great and the attractions very well synchronized; the annual schedule is very interesting: do not stop studying it as an alternative off the island."
5,"From someone who works in a premier league football stadium, this place is outstanding. Queues initially seemed confusing but once in, the facilities are great. Lots of places to get drinks and food at reasonable enough prices and the toilets are all very clean. Cheaper seats still have a pretty good view and the t-shirt guns have no issues reaching them. Great atmosphere and an enjoyable game. Travelling back to our hotel in Manhattan was easy on the subway and only $6 for two of us."
4,"At Barclays Center for the first time.  Very nice.  Similar to the new stadiums/arenas with nicer food venues and more stylish internal design than older stadiums (I'm old).  But when you're in your seats, it's still a stadium, and oddly on one side of the arena you can't see the hockey goal.  We knew that, but it's still a bit nuts to design an arena so that everyone in one area (everyone on the back wall behind the goal) can't see the goal.  And, it's just insane to charge $6.50 for a 10 oz soda even if that's the going stadium price.  At least, for $6.50, make it 20 oz as the soda costs about $0.05.  Other food prices are high, but don't seem quite as ridiculous.  Four sodas cost more than half the price of a ticket."
4,"Thought we would try a basketball game whilst on holiday in NY. Loved every minute of the experience.Barclays centre is easy to reach by subway, the stop is right in front of the venue. Loads of food places inside, although food and drink is really expensive. Seats good, atmosphere great. Great commentary throughout the game so even as a rookie, you don't feel lost. Some of the staff could have been friendlier but doesn't ruin the experience. Nets won!"
3,"Scored a couple last minute, seats to check out the Islanders. The arena is very cold, so make sure you bring a few extra layers. Food options inside are impressive, but pricey.  If you want to watch a hockey game in NY, I prefer MSG. Barclays arena is better suited for live concerts then sports."
3,I went here for a hockey game and it was ok but nothing like the NVMC. I liked the seats but the atmosphere was not there. it was good because it was new but there are problems with the ice and more. might be good for concert but not hockey.
5,"As a tourist from London on holiday, we took in an Ice Hockey game here. A terrific venue and atmosphere to be enjoyed. Fantastic value for money ticket wise, although the price of food and drink is very pricey inside, around 13 dollars a pint of beer. This is probably to be expected but you can't take anything in with you, as you go through airport style security when you enter. A fantastic experience for any sports fan, especially if you are visiting the states and want to see some live sport. It is also a much cheaper option that going to Maddison square gardens."
5,"Both my wife and me are not Nets or Warriors fans. We figured to catch a NBA game while we were in town and this was the best match-up. Barclays Center is a great place to catch a game. It was our first experience at an American sports arena and we were glad it was here. As one of the newer stadiums, the amenities were modern and it was a thoroughly comfortable experience. We had seats in the first row of the top bowl which gave us a pretty good overall view of the court - even managing to score one of the little parachutes which they dropped from the ceiling! Tickets were pricey though - $300 each for this game as compared to approx. $150 for similar seats for a Hornets game a few days later on. The subway is easily accessible from Barclays Center and there is even a Shake Shack across the street! It does get quite crowded so go early if you want to get your Shake Shack in before the game. I appreciated the bags policy, i.e. anything smaller than a mid-sized backpack is generally allowed. This was much welcome as compared to that at Gillette Stadium which understandably is a lot harder to manage given the number of people involved.I would really recommend catching a game at the Barclays Center if you happen to be in NYC! We were lucky the Nets caught fire in the first half - Jeremy Lin and Brook Lopez had big games, while the Warriors woke up after a near-certain lashing from Steve Kerr during half time."
5,"We saw Jimmy Buffett, James Taylor, and Sarah McLachlan here on 12-9-16. I've seen Jimmy Buffett in at least 10 different venues and this one was, by far, the absolute best sound quality of any venue I've visited.  The staff and security personnel were friendly and helpful.  Seating was comfortable and easy to get to.  Getting into and out of the venue was pretty seamless.  Great visit.  I'll be back."
3,We went to Barclays for the Holiday Concert ..... the venue itself was nice enough but the organization was sorely lacking trying to get in.  We missed 20 minutes of the concert while waiting in line to have our purses looked at and walk through the metal detector.  I'm not saying these measures were excessive but notification that there could be delays DUE to these measures would be nice.
3,"Went to the Rangers / Isles game Tuesday night. The ice is not centered under the jumbotron. The banners are given no respect (hockey or basketball); they are partially hidden behind lights. The sound is ok. We had seats in section 217, row 3 so we were pretty much centered behind the goal.The Islander fans were not great. They only got excited when the Isles scored and were fairly quiet outside of that. There were more Rangers fans than Islanders. The concourse were nice and wide. The bathroom situation had to be pretty bad when men were having to wait in line to use them. The prices were about average for an arena.It was nice that there was a metro station across the street from the arena."
5,Beautiful new arena with the friendliest staff very clean with lots of food options and comfortable chairs ...
1,Went to see James Taylor at the WCBS holiday show. James Taylor was amazing. What was not amazing  were the seats Rip off!!! They are folding chairs that were full of dust and dirt. What you are not told is that floor seats are the worst seats you can buy. The workers at the Barclay Center were so helpful and friendly. The patrons were rude!!! Will never go there again.
3,"Went to the CBS Radio Holiday Show to see James Taylor, Jimmy Buffet and Sarah McLoughlin. The performers were great,but the venue was poor. There were no house lights before and after the concert. The stage lights focused on the headliners and not tbe musicians or backup singers. Strobe and spotlights were constantly aimed out into tbe crowd making it impossible to see the stage or big screens. Been to other large venues, and never left disappointed until now. Maybe Barclays should just stick to Basketball!"
5,"Went there whilst in Manhattan to see the Nets play the Lakers. Metro straight to the front entrance, comfortable seats, quality but expensive drinks and food outlets, nice atmosphere - all round great experience."
5,Great hockey game! We got 'restricted' view seats... that's had an awesome view! Lovely place clean toilets and polite and helpful staff
5,"I recommend this to anyone. Booked a Nets game and walked across the bridge before it started to get some stunning views of the city from the Brooklyn side. The basketball did not disappoint, such a great experience."
5,"Great facility, the subway is straight to the front entrance, comfortable seats, nice atmosphere, drinks and food are expensive, but all round great experience."
5,Took my son for his 16th bday to see his fav team golden state warriors against the brooklyn nets and we had such a great time
4,The center is located near a subway station {3lines} the main entrance is for people without ticket .The people with electronic ticket they must use a secondary entry. Ther'is a a queue for security check. In the center you can't use professional camera with zoom [the maximum zoom you can use is 18-55]. To go to upper sector you must use the elevator. To go to your seat you must wait the play is stopped. Wifi is free in all area. The sound is very good and in the upper sector you can see good all games. Food is simple and expensive
4,I saw a NY Islanders game versus the NY Rangers hockey game. It's located across the street from the Atlantic Terminal Station for the New York City subway and Long Island Rail Road. Prices for food and drinks are expensive. I will return for more games and concerts.
5,Went here for the 105.1 powerhouse concert with my boyfriend and it was my first time there for a concert. It was very nice and big.
4,Enjoyed the game but the crowd was lame. As in that there was almost no crowd. Center was almost 2/3 empty. Good venue. Easy access to subway.
4,"Accessible arena with very friendly staff. Ensure that you get to the arena as early as possible as you need to be processed by security (bag check etc). There are plenty of concession stands to get something to eat or drink and vendors sell drinks in the lower tiers. It's very easy to get in and out at the end of an event and it's very close to public transport. As a tip, if you're going to watch the ice hockey wrap up warm as it's very very cold! If you're planning to get a picture with the Captain America status (Just a boy from Brooklyn) do so before the event as it's very busy afterwards."
4,Recently saw Keith urban play here. The place is nice great sound system. One thing that was strange is your required to have paper tickets. They do not scan off your phone so be prepared for that and 13.00 dollars a beer. Other than that nice place
3,"New and very modern sports center in Brooklyn. We watch there Islanders vs Lightning and everything works well, but beer &amp; food is very expensive. Free wifi is good. Bets way to go there is subway."
5,"Confidently located to parking strictures and the subway, the Barclays Center is a great arena. The seats are comfortable and there bathrooms were clean. There are numerous dining options both inside and just outside."
5,We recently attended the Brooklyn Invitational Basketball Tournament and found the facility an excellent place to watch a game.
4,"I've been here for quite a few concerts and Brooklyn Nets games. Views from most seats are decent. Drink prices are expensive and they only sell you one drink at a time, so u can't buy one for ur friend sitting back in the stands and they card you. 40/40 club is nice. Overall friendly service. Can be a walk to get a cocktail but beer is everywhere."
4,"Awesome sporting venue, first time there for a hockey game. Great food choices, as expected expensive drinks."
2,I recently attended a concert with country star Blake Shelton. The Barclay center was rock-in and Blake was incredible but what I noticed was the quality of the audio was poor at best. I don't quit understand why a brand new venue would over look the acoustics in what could be a phenomenal music concert hall but they did. I may have to travel back to the Grand Ole Opry next time I want to see Shelton.
5,"Took the family to watch the Brooklyn Nets here, great experience for all, a real spectacle and non-stop entertainment. Arena wasn't full, but great atmosphere and at around £25 each, really good value too when compared to the Knicks, Giants, Jets etc. If a game is on during your trip, well worth the effort and you can tie in a visit to Brooklyn beforehand"
5,We took in an ice hockey game on our recent visit to NY. The tickets vary tremendously in value from a few dollars up to hundreds of dollars. We paid around $30 each. We were high up but had great views. We spoke with a police officer before we went in and he said there were no bad seats/views in the venue and he was right. My tip would be don't break the bank and purchase expensive seats. The more reasonable priced ones are just as good.
5,"Barclays Center is an impressive stadium. Very clean, easy to get to and navigate once inside! We went for a hockey game, even though we were sat near the top we still had an excellent view of the ice!"
4,"Very emotional Olympians' exhibition! Perfect the fusion between strength, agility, choreography, music, lights and engagement.Very easy to get there from Manhattan. Easy to get into the venue."
5,Well received treated like   valuable customer my team (Canucks) didn't win but we had a great time anyways raucous crowd but not rowdy felt comfortable there wheelchair seating was real good great price for NHL hockey.
4,We went to see a hockey match (New York Islanders v Montreal). What a great night! We were worried about getting there and did regret not going to a match at Madison Square Garden. However the journey was very easy on the subway and it was quick to get a train back to Times Square. The stadium itself is excellent. Would certainly return there. And for more hockey. Also of note: we bought re-sold tickets on Ticketmster. No problem picking up the tickets at the venue
3,"This is a nice new arena, built for the Brooklyn Nets basketball team and concerts.  But it is the home, possibly temporarily, of the New York Islanders, the NHL team.  And the arena was not built for hockey.I had a seat in one of the corner sections, and you cannot see play in the near corner and you have only a partial view of the goal.  In talking to season ticketholders, they told me that there are many seats like that, since the ice rink was a later addition.So, if you are going to a game, get seats along the sides of the arena.  The end seats may be obstructed views (and not labeled as such on the ticket sites).The customer service staff was very helpful and did relocate me to a seat with full view.Another note: when I complained to Ticketmaster, they told me that this was a resale ticket and they do not require people who list tickets to indicate obstructions, etc."
5,Bought corner obstructed view tickets 20 rows from the ice surface for 26 dollars american.  We were worried about the obstruction but on arrival the obstruction was minor and we were so close to the ice that it didnt really matter.  Couple that with the jumbo tron and we didnt miss anything.  Best value I have ever found for a hockey game.  We wouldnt hesitate to sit in these seats again. The obstruction is due to the stadium being built for basketball and there was a slight loss of view of the corner opposite to the net.  Lean forward or stand up and this is not an issue.
4,"Barclays Center is a really nice arena. It's relatively new compared to MSG, but it's also well maintained and clean. Even ""bad"" seats have a decent view. Note that food prices are double that of airports."
5,My Family and I went to the Barclay Center for the first time. I was first impressed about the design of the Center. The workers there were wonderful and very helpfull. My Wife uses a walker. The seats were not accessible. We spoke to worker and they promptly gave us excellent area where my Wife and Daughter also uses a walker could get around. We have plans already to go back for a show...
5,"I smile when I hear that I will be attending an event at the Barclays. Since opening I have been to a boxing night, a wwe event and a concert. I figure that if they all run their events the same way, why would anyone not want to go? It was spectacular and gives way for its own expansion."
5,"Was here 3 nights in a row watching WWE events and loved it.  The arena is superb, well placed in a decent area and very accessible from NYC."
1,"I took our family to a game there.  We have gone to games all over the country and this was the worst experience by far. We bought tickets which were obstructed.  I have been at old Boston Garden and many other places with obstructed seating so my expectations were not high. But we could not see anything inside the blueline! I moved and found another non obstructed lower level seat and the sight lines were also bad.  The atmosphere was bad. Why is there a car at ice level, this is not Europe. The food was expensive and bad. The only thing good about the game was the ending. I am honestly shocked that a new facility can be so badly designed.  It is shameful  I would go to any other arena but this one if you are considering a road trip to see a game.. How did NYI and Nets let this happen??? Kudos tot the NYI for continuing to support the team in spite of it all!"
4,"This is a great venue and great location.  Everything you need is right outside the center.  It is not huge, so it is easy to get around inside.    The prices are crazy hi though.  If you can eat outside or before or after, do it.   If not mucho bucks, if you don't mind spending ...   seating is nice too!  You don't feel like a sardine."
5,"We were told by locals (my cousins) to check out this stadium rather than Madison Square Garden. It's a newer stadium and very clean. We saw an ice hockey match here, had a ball! The tickets were cheaper here for the seats we got compared to Madison Square Garden. We grabbed dinner at Franny's beforehand, good pizza and got shakes after the game at Shake Shack!"
5,What a great arena. So clean!  Plenty of food choices. Lots of friendly ushers and food staff. Comfortable seats.  We'll be back!!
4,"Home town crowd wearing Brooklyn garb, very welcoming to all. Beautiful stadium with comfortable seats and great visual in most levels. Diverse but expensive fast foods featuring the cuisines of Brooklyn, several types of pizza, Nathan's  and more. Service is slow. Alcohol available very in plastic cups!"
5,"I was given seats which were fifth row center ice and gave you access to the Calvin Klein club.  The seats were great and comfortable. Very wide. The club had a lot of food including sushi, sliders, Nathan's franks, spare ribs, Chinese food, and ice cream.  Food is plentiful and served through the first intermission.  The staff was very professional. We had a great time.  Tip:  on Sunday there was quite a bit of street parking available within a few blocks."
4,"For our first trip to America, me and my girlfriend wanted to see a sports game, we decided on Baketball, Nets v Celtics ..... I wasn't disappointed .... the staff at the Barclays centre were all friendly and helpful, the game and seats were good... the only problem with the Barclays centre was that I couldn't go into the official store because I had already left the building and could not come back in, good thing there was a NBA store In Manhattan where I got merchandise from"
2,No Parking at all very disorganized and confusing traffic impossible and very expensive for parking and entrance
2,"Well I decided to end my boycott and go see the NY Islanders at Barclays. Whoever designed that place did an awful job. And not just for hockey. The sight lines are poor, the 200 level seats are too steep, the sound system is unbalanced and the food vendors are untrained. I get to take this off my bucket list but I won't be back. I can say the place was clean."
4,Great venue with very good services  for food and drink. Seating for concerts provides ample views and comfort
5,"My wife and I aren't into basketball (we're English!), but it's still something I've always wanted to do, and I'd heard the Barclays Center is impressive. We went to a pre-season game v. Detroit Pistons. We absolutely loved every minute, the staff were great, the beer was good and the atmosphere was brilliant even though it was only half full. We also got well into the game and they now have another two Brooklyn Nets fans!"
4,"Barclays is a great place to see everything from basketball ,  hockey to a concert .I even saw Joel Olsten there"
4,"The arena has really a good ambiance for sports. We where there for a basketball match beween the Nets and the Knicks. The entree went quit well althought there where many people at ons time. The hall itself is impressive. Even from the top of the arena you have a good view. The building itself loods very new and clean. Not for a visit in iTS OWN, but certainly enjoyable when there is a match ."
5,"We were in NYC in early October and decided to take in an Islanders vs Rangers pre-season game at Barclays Center.  I'm a serious hockey fan (OK, I'm at least as serious of a hockey fan as you can be if you live in Houston, TX), so, I'd heard some of the chatter in the hockey world that the BC wasn't a really good hockey venue...some obstructed views, bad lighting at ice level in the corners, etc.  Well, we thought it was an excellent hockey venue.  Whatever issues they had with lighting seemed to be resolved, with all parts of the ice bright and well lit.  From our seats at mid-level/center ice (sorry, I had to throw that in there!), it didn't really look to me that there were many hockey seats with an obstructed view, but the Islander faithful have a better handle on this than I do.  The best part of the BC experience is its convenience to public transportation and the customer service staff.  There's a major metro station literally right outside the main BC entry.  The customer service staff at BC is simply one of the best I've experienced at a major event venue...ever. Friendly, helpful, and knowledgeable.  They just genuinely seemed to be happy that you were there and that they could help you.  Finally, the food options at BC looked outstanding.  That cheesecake the size of a cinder block looked tempting, but we ate dinner before the game.  Maybe next time."
5,"As a huge sports nut, I had to go see the home f the Nets and Islanders. What a modern marvel in design. I just wish thered been a tour available for it"
1,"Great atmosphere, had the promise to be a great evening out - just didn't happen...Be careful when ordering tickets on line venuekings. They have expensive tickets for the suites which are tagged SRO, which means you have to get out your seat if someone comes in with a standard ticket - we found out this out when we arrived and got asked to get out our seats and move to the back of the room ... 2 hours standing in a booth trying to get a glimpse of the game is quite tiring and took the edge of the $337 experience. Beware.."
5,This is truly Brooklyn finest. Repaired to get there early because Brooklynn's best restaurants are in there. Enjoy !
4,"Saw the circus with kids. Ring and seats were good, Staff was helpful and plentiful.Hard to find parking. Did not find elevator to Center from the subway."
1,"I've seen a few Cirque du Soleil shows [Mystere, O, La Nouba, Wintuk]. For the above average ticket prices, one expects to see stunts with increasing degrees of difficulty. Toruk, in my opinion, was a slightly better version of Wintuk, the worst CdS production. Toruk had a confusing introduction. Characters were speaking Klingon while the narrator told the story. Too much pageantry for my taste.  $160 plus for nosebleed seats, zero concession stands in the second floor for a 20-minute intermission, production lacked wow factor...need I say more?"
5,"Saw a Nets vs. North Carolina game. It was great, got free glow sticks to cheer them to a win!!! Please take public transportation, very congested, lots of foot traffic."
1,Don't go here unless you've eaten a full meal!! Food is overpriced. Don't even consider getting a beer or two. It'll set you back at least 20 dollars. So disappointed with this place. Good example of how Brooklyn is now though. Overpriced and being developed for the rich. I'll never bring my family to Barclays again.
1,"Messed up my Suite rental agreement. I saved up and spent a lot of money on a 30th birthday surprise. After confirming all details about the VIP meetup lounge/ bar before hand, they closed it without notice to anyone right before doors opened. Ruined the whole first part of the night. The also closed the original 40/40 club included in the suite package description without telling anyone. No notice. Denyed they did anything wrong. What a terrible experience. Don't waste your money on a VIP suite… That's all it is. A waste of money."
3,"As a season ticket holder, I have been to the Barclays Center a lot.  It was amazing at first - all the vendors are Brooklyn based, clean, friendly Disney trained (no joke) staffs. I think it's gone a little down hill but for those that have never visited before, you may not have anything to compare to. There a 40/40 club inside and almost all subway lines right there as well as LIRR."
4,The concert was fabulous our seat were awesome and the performances were fantastic! This is a nice venue and a cool exhibit.
5,"We saw Blake Shelton at the Barclays. An amazing concert at a really great venue. The seats were comfortable, excellent view and great accoustics. Beer and food was overpriced as you would expect, but tasty and well served."
5,"The place is very clean, seats have room for the knees...I'm 6'2"". I found the employees to be pleasant and seemed to like their jobs. Well made stadium..bathrooms modern and clean, walkways wide and clean. Food prices and drink prices outrageous. . However the area outside the Center...well......I wouldn't park too far away. Lots of construction and just not a good area to walk around."
4,Barclay center is a nice place... we went to see Toruk Cirque du soleil they utilized the whole center stage... it was a nice show!!! parking for this arena was a bit of a pain... make sure you plan ahead to find parking and still get to your show or sports event on time... enjoy!!!
4,"I've seen 2 shows here (NiN and Prophets of Rage) and both were incredible shows. The stage is massive and GA is as well. We hit the Billboard Lounge downstairs before the show to enjoy a couple of single malts. The lounge is nice, well decorated, comfortable, and is as pricey as it feels; but I guess that's to be expected... What really makes this place shine is how helpful the  staff was here. From the elevator attendants to client services, everyone was kind and willing to assist with anything we needed. We had some issues finding our VIP package pickup, and the staff, tho they didn't know the answers right off the bat, did everything in their power to help us out with a smile on their faces. Will be back for sure."
